,Description,Price,Rating,ReviewCount,Url,Url_img,Brand
15412,"KC9291 Men's Classic Wrist Watch, Grey Dial",149.99,4.0,2,https://www.amazon.ca/Kenneth-Cole-KC9291-Classic-Wrist/dp/B00HS3LZPQ/ref=sr_1_13518?keywords=watch&qid=1655331284&s=fashion&sr=1-13518,https://m.media-amazon.com/images/I/61rEfkUCiCL._AC_UL320_.jpg,Kenneth Cole
15414,Men's 15847 Pro Diver Analog Display Japanese Automatic Gold Watch,154.95,4.4,4,https://www.amazon.ca/Invicta-15847-Display-Japanese-Automatic/dp/B00FOVBBLW/ref=sr_1_13520?keywords=watch&qid=1655331284&s=fashion&sr=1-13520,https://m.media-amazon.com/images/I/917r7q6TGXL._AC_UL320_.jpg,INVICTA
15416,CASIO Watch G-SHOCK G Shock GA-110GW-7AJF Men's,166.0,4.0,52,https://www.amazon.ca/Casio-G-shock-Ga-110gw-7ajf-Black-White/dp/B00CSGMRPK/ref=sr_1_13522?keywords=watch&qid=1655331284&s=fashion&sr=1-13522,https://m.media-amazon.com/images/I/81J8JLYIJeL._AC_UL320_.jpg,Casio
15417,Men's 80036 Pro Diver Chronograph Black Dial Stainless Steel Watch,165.94,3.6,18,https://www.amazon.ca/Invicta-80036-Diver-Chronograph-Stainless/dp/B00ATUMQ30/ref=sr_1_13523?keywords=watch&qid=1655331284&s=fashion&sr=1-13523,https://m.media-amazon.com/images/I/91t1EQyJeAL._AC_UL320_.jpg,INVICTA
15418,Men's 13973 Specialty Analog Display Japanese Quartz Silver Watch,127.42,4.2,5,https://www.amazon.ca/Invicta-13973-Specialty-Display-Japanese/dp/B00ATUMBB2/ref=sr_1_13524?keywords=watch&qid=1655331284&s=fashion&sr=1-13524,https://m.media-amazon.com/images/I/61FQ7YnD3QL._AC_UL320_.jpg,INVICTA
15419,Men's 6409 Python Collection Chronograph Stainless Steel and Gun Metal Watch,137.92,4.1,59,https://www.amazon.ca/Invicta-Python-Collection-Chronograph-Stainless/dp/B002TSBTEC/ref=sr_1_13525?keywords=watch&qid=1655331284&s=fashion&sr=1-13525,https://m.media-amazon.com/images/I/91LoXx97oYL._AC_UL320_.jpg,INVICTA
15420,Men's 6408 Python Collection Chronograph Stainless Steel and Gun Metal Watch,165.98,4.1,62,https://www.amazon.ca/Invicta-Python-Collection-Chronograph-Stainless/dp/B002TSBTE2/ref=sr_1_13526?keywords=watch&qid=1655331284&s=fashion&sr=1-13526,https://m.media-amazon.com/images/I/91Vf3eYg3eL._AC_UL320_.jpg,INVICTA
15421,Men's 6407 Python Collection Chronograph Stainless Steel and Gun Metal Watch,137.86,4.3,107,https://www.amazon.ca/Invicta-Python-Collection-Chronograph-Stainless/dp/B002TSBTDS/ref=sr_1_13527?keywords=watch&qid=1655331284&s=fashion&sr=1-13527,https://m.media-amazon.com/images/I/91K33X-989L._AC_UL320_.jpg,INVICTA
15422,Men's G-7900A-4DR G-Shock Resin Silver Dial Watch,156.07,4.7,7,https://www.amazon.ca/Casio-G-7900A-4DR-G-Shock-Resin-Silver/dp/B002TKVPVM/ref=sr_1_13528?keywords=watch&qid=1655331284&s=fashion&sr=1-13528,https://m.media-amazon.com/images/I/81Nyk7m43NL._AC_UL320_.jpg,Casio
15423,Men's 2305 Pro Diver Collection Gold-Tone Automatic Watch,177.26,0.0,3,https://www.amazon.ca/Invicta-Diver-Collection-Gold-Tone-Automatic/dp/B000NO4KIG/ref=sr_1_13529?keywords=watch&qid=1655331284&s=fashion&sr=1-13529,https://m.media-amazon.com/images/I/61wYZ9WUQbS._AC_UL320_.jpg,INVICTA
15424,Fashion Watch (Model: R8851135006),38.68,3.8,12,https://www.amazon.ca/Maserati-Campione-Plastic-Silicone-Fashion/dp/B07CLKQ5PX/ref=sr_1_13530?keywords=watch&qid=1655331284&s=fashion&sr=1-13530,https://m.media-amazon.com/images/I/81Q4-cBmb9L._AC_UL320_.jpg,Maserati
15425,Men's 98E100 Windemere Watch,881.54,3.0,3,https://www.amazon.ca/Bulova-Mens-98E100-Windemere-Watch/dp/B0018AN90Y/ref=sr_1_13532?keywords=watch&qid=1655331284&s=fashion&sr=1-13532,https://m.media-amazon.com/images/I/51NxWVmZ+qL._AC_UL320_.jpg,Bulova
15426,"Men's Freeride Quartz Watch with Resin Strap, Green, 29 (Model: HE-105-04",46.29,3.2,4,https://www.amazon.ca/HEAD-Freeride-Quartz-Resin-Casual/dp/B01NBKLK09/ref=sr_1_13533?keywords=watch&qid=1655331284&s=fashion&sr=1-13533,https://m.media-amazon.com/images/I/81RJ2IZcQlL._AC_UL320_.jpg,HEAD
15427,"Men's HE-100-02 Slalom Digital Display Quartz Grey Watch, Grey",46.29,4.1,4,https://www.amazon.ca/HEAD-Slalom-Quartz-Rubber-Casual/dp/B01N6CF8B9/ref=sr_1_13534?keywords=watch&qid=1655331284&s=fashion&sr=1-13534,https://m.media-amazon.com/images/I/91pryrIKt8L._AC_UL320_.jpg,HEAD
15428,"Men's 'Super G' Quartz Resin and Rubber Casual Watch, Color:Black (Model: HE-104-03)",46.29,3.0,2,https://www.amazon.ca/HEAD-Super-Quartz-Rubber-Casual/dp/B01N6CEM3S/ref=sr_1_13535?keywords=watch&qid=1655331284&s=fashion&sr=1-13535,https://m.media-amazon.com/images/I/91dxzDl5eNL._AC_UL320_.jpg,HEAD
15430,"Men's Half Pipe Quartz Watch with Rubber Strap, Grey, 26 (Model: HE-106-04",46.29,0.0,4,https://www.amazon.ca/HEAD-Quartz-Resin-Rubber-Casual/dp/B01N4DYT5M/ref=sr_1_13537?keywords=watch&qid=1655331284&s=fashion&sr=1-13537,https://m.media-amazon.com/images/I/91g6hHlTiJL._AC_UL320_.jpg,HEAD
15431,"Men's Super G Quartz Watch with Rubber Strap, White, 27 (Model: HE-104-01",46.29,0.0,1,https://www.amazon.ca/HEAD-Super-Quartz-Rubber-Casual/dp/B01MRXEYF9/ref=sr_1_13538?keywords=watch&qid=1655331284&s=fashion&sr=1-13538,https://m.media-amazon.com/images/I/81vPKIbqUhL._AC_UL320_.jpg,HEAD
15432,fieldforce Mens Analogue Quartz Watch with Stainless-Steel Bracelet V241902,902.0,0.0,1,https://www.amazon.ca/Victorinox-fieldforce-Analogue-Stainless-Steel-Bracelet/dp/B08BPFCTK4/ref=sr_1_13539?keywords=watch&qid=1655331284&s=fashion&sr=1-13539,https://m.media-amazon.com/images/I/81hx2HAoOTL._AC_UL320_.jpg,Victorinox
15434,T-Race Chronograph White Dial White and Rose Gold-tone Silicone Mens Watch T0484172701200,768.86,4.1,36,https://www.amazon.ca/Tissot-Chronograph-Gold-tone-Silicone-T0484172701200/dp/B014PMLZ48/ref=sr_1_13541?keywords=watch&qid=1655331284&s=fashion&sr=1-13541,https://m.media-amazon.com/images/I/61KUbaMnKYL._AC_UL320_.jpg,Tissot
15435,MEN'S LEATHER BAND GOLD TONE STEEL CASE AUTOMATIC WATCH T0854273606100,854.13,0.0,1,https://www.amazon.ca/TISSOT-LEATHER-STEEL-AUTOMATIC-T0854273606100/dp/B00O1V9TOW/ref=sr_1_13543?keywords=watch&qid=1655331284&s=fashion&sr=1-13543,https://m.media-amazon.com/images/I/81HUMGT9TZL._AC_UL320_.jpg,Tissot
15469,Men's SUN005 Kinetic GMT Silver-Tone Watch,741.26,4.0,9,https://www.amazon.ca/Seiko-SUN005-Kinetic-Silver-Tone-Watch/dp/B001BMFC4A/ref=sr_1_13569?keywords=watch&qid=1655331286&s=fashion&sr=1-13569,https://m.media-amazon.com/images/I/81SZ8el0sPS._AC_UL320_.jpg,Seiko
15470,Men's SNA283 Alarm Chronograph Black Ion Watch,887.4,3.7,6,https://www.amazon.ca/Seiko-SNA283-Alarm-Chronograph-Black/dp/B0007N5456/ref=sr_1_13570?keywords=watch&qid=1655331286&s=fashion&sr=1-13570,https://m.media-amazon.com/images/I/8101mHhmTaS._AC_UL320_.jpg,Seiko
15473,97C105 Gold-Tone Stainless-Steel Multi-Function Watch,1391.81,0.0,1,https://www.amazon.ca/Bulova-97C105-Gold-Tone-Stainless-Steel-Multi-Function/dp/B08691ZNLB/ref=sr_1_13573?keywords=watch&qid=1655331286&s=fashion&sr=1-13573,https://m.media-amazon.com/images/I/61JMyLxMebL._AC_UL320_.jpg,Bulova
15477,Men's AL353B4RC6 Analog Display Swiss Quartz Black Watch,1230.25,3.0,1,https://www.amazon.ca/Alpina-AL353B4RC6-Analog-Display-Quartz/dp/B00CZ8ND68/ref=sr_1_13578?keywords=watch&qid=1655331286&s=fashion&sr=1-13578,https://m.media-amazon.com/images/I/91IahYE1ttL._AC_UL320_.jpg,Alpina
15478,N°826 38.826.004 Mens Digital Quartz Watch with Plastic Bracelet 38-826-004,118.25,4.2,3,https://www.amazon.ca/38-826-004-Digital-Plastic-Bracelet-38-826-004/dp/B07KP8NPRY/ref=sr_1_13580?keywords=watch&qid=1655331286&s=fashion&sr=1-13580,https://m.media-amazon.com/images/I/61TjlPoZjML._AC_UL320_.jpg,Fila
15479,Unisex-Adult Analogue Quartz Watch with Silicone Strap SUOC104,120.0,4.0,4,https://www.amazon.ca/Swatch-SUOC104-Watch/dp/B01AT3IVAS/ref=sr_1_13581?keywords=watch&qid=1655331286&s=fashion&sr=1-13581,https://m.media-amazon.com/images/I/516Ynpv++lL._AC_UL320_.jpg,Swatch
15480,Watch Swatch SUOB129,120.0,0.0,1,https://www.amazon.ca/Swatch-SUOB129-Watch/dp/B01AT3ITWS/ref=sr_1_13582?keywords=watch&qid=1655331286&s=fashion&sr=1-13582,https://m.media-amazon.com/images/I/51txfq5E3IL._AC_UL320_.jpg,Swatch
15481,Watch SWATCH SUON113,120.0,0.0,6,https://www.amazon.ca/Swatch-SUON113-Watch-SWATCH/dp/B011BI8DI0/ref=sr_1_13583?keywords=watch&qid=1655331286&s=fashion&sr=1-13583,https://m.media-amazon.com/images/I/41o8sla4GAL._AC_UL320_.jpg,Swatch
15484,Men's Core MQ24-1EL Black Rubber Quartz Fashion Watch,34.29,3.6,18,https://www.amazon.ca/Casio-MQ24-1EL-Black-Rubber-Quartz/dp/B00FFTY1RY/ref=sr_1_13586?keywords=watch&qid=1655331286&s=fashion&sr=1-13586,https://m.media-amazon.com/images/I/61bXAOjBLyL._AC_UL320_.jpg,Casio
15485,"Quartz Watch with Navy Blue Rubber Strap, 23 (Model: EAW-F-200W-2B)",34.09,3.1,10,https://www.amazon.ca/Casio-F-200W-2B-Resin-Digital-Sports/dp/B00FAI6BOQ/ref=sr_1_13587?keywords=watch&qid=1655331286&s=fashion&sr=1-13587,https://m.media-amazon.com/images/I/81TJ-TEgO3L._AC_UL320_.jpg,Casio
15486,Classic Black Watch MQ-24-1B2LDF,34.29,3.7,9,https://www.amazon.ca/Casio-Classic-Black-Watch-MQ-24-1B2LDF/dp/B00193EIXM/ref=sr_1_13588?keywords=watch&qid=1655331286&s=fashion&sr=1-13588,https://m.media-amazon.com/images/I/71S4eQWN33L._AC_UL320_.jpg,Casio
15487,"New Lion King Simba, Timon, Pumbaa Boys' Clear Plastic Time Teacher Watch, Reversible Red and Green Nylon Strap, WDS000760, Red, Quartz Watch",94.01,4.0,2,https://www.amazon.ca/Disney-Analog-Quartz-Watch-Nylon/dp/B07VZZFKQ3/ref=sr_1_13589?keywords=watch&qid=1655331286&s=fashion&sr=1-13589,https://m.media-amazon.com/images/I/810TtE9TeEL._AC_UL320_.jpg,Disney
15506,Stratus Quartz Movement Black Dial Men's Watches 0607249,799.0,4.6,3,https://www.amazon.ca/Movado-Stratus-Movement-Watches-0607249/dp/B07X8Q6BXB/ref=sr_1_13598?keywords=watch&qid=1655331287&s=fashion&sr=1-13598,https://m.media-amazon.com/images/I/610lkW3pVUL._AC_UL320_.jpg,Movado
15508,MEN'S 40MM STEEL BRACELET & CASE QUARTZ GREY DIAL WATCH H32451181,888.67,4.8,7,https://www.amazon.ca/HAMILTON-STEEL-BRACELET-QUARTZ-H32451181/dp/B071F7VKNM/ref=sr_1_13600?keywords=watch&qid=1655331287&s=fashion&sr=1-13600,https://m.media-amazon.com/images/I/81G7p8xj30L._AC_UL320_.jpg,Hamilton
15509,Men's 606068 Esperanza Gold-Plated Stainless Steel Watch,799.0,0.0,2,https://www.amazon.ca/Movado-606068-Esperanza-Gold-Plated-Stainless/dp/B001JJCPFY/ref=sr_1_13601?keywords=watch&qid=1655331287&s=fashion&sr=1-13601,https://m.media-amazon.com/images/I/71v0e0mzHCL._AC_UL320_.jpg,Movado
15511,Men's 605903 Temo Stainless Steel Bracelet Watch,761.46,4.8,17,https://www.amazon.ca/Movado-605903-Stainless-Steel-Bracelet/dp/B001JJCP7W/ref=sr_1_13603?keywords=watch&qid=1655331287&s=fashion&sr=1-13603,https://m.media-amazon.com/images/I/51j0+uh30LL._AC_UL320_.jpg,Movado
15512,MK1 Aluminum Chronograph 40 mm Reflective Strap Watch TW2R81400,155.05,4.6,2,https://www.amazon.ca/Timex-Aluminum-Chronograph-Reflective-TW2R81400/dp/B07C7NJG5G/ref=sr_1_13604?keywords=watch&qid=1655331287&s=fashion&sr=1-13604,https://m.media-amazon.com/images/I/81MjS0xTbLL._AC_UL320_.jpg,Timex
15518,Specialty Quartz Green Dial Men's Watch 38536,122.85,4.0,2,https://www.amazon.ca/Invicta-Specialty-Quartz-Green-38536/dp/B09R6P8F74/ref=sr_1_13611?keywords=watch&qid=1655331287&s=fashion&sr=1-13611,https://m.media-amazon.com/images/I/71PnqR9C7cL._AC_UL320_.jpg,INVICTA
15519,Unisex_Adult Digital Quartz Watch B640WGG-9EF,120.0,4.7,59,https://www.amazon.ca/Casio-Unisex_Adult-Digital-Quartz-B640WGG-9EF/dp/B0856CSSGX/ref=sr_1_13612?keywords=watch&qid=1655331287&s=fashion&sr=1-13612,https://m.media-amazon.com/images/I/71s6uWeF9TL._AC_UL320_.jpg,Casio
15521,"Men's 'Coalition Forces' Quartz Stainless Steel and Silicone Casual Watch, Color:red (Model: 25327)",122.85,3.7,7,https://www.amazon.ca/Invicta-Coalition-Forces-Stainless-Silicone/dp/B0756G7FFP/ref=sr_1_13614?keywords=watch&qid=1655331287&s=fashion&sr=1-13614,https://m.media-amazon.com/images/I/912-MCUdF+L._AC_UL320_.jpg,INVICTA
15522,"Men's Coalition Forces Stainless Steel Quartz Watch with Silicone Strap, Blue, 18 (Model: 25324",122.85,4.0,18,https://www.amazon.ca/Invicta-Coalition-Forces-Stainless-Silicone/dp/B0756C9R95/ref=sr_1_13615?keywords=watch&qid=1655331287&s=fashion&sr=1-13615,https://m.media-amazon.com/images/I/81xmFzvzQaL._AC_UL320_.jpg,INVICTA
15523,"Men's 'Pro Diver' Quartz Stainless Steel Casual Watch, Color:Silver-Toned (Model: 23998)",112.32,4.8,6,https://www.amazon.ca/Invicta-Diver-Quartz-Stainless-Casual/dp/B01MTS50HB/ref=sr_1_13616?keywords=watch&qid=1655331287&s=fashion&sr=1-13616,https://m.media-amazon.com/images/I/8142UJl7kGL._AC_UL320_.jpg,INVICTA
15525,"Men's 19465 Specialty Analog Display Japanese Quartz Watch, Gold",111.97,4.0,80,https://www.amazon.ca/Invicta-19465-Specialty-Display-Japanese/dp/B00UCSRXAA/ref=sr_1_13618?keywords=watch&qid=1655331287&s=fashion&sr=1-13618,https://m.media-amazon.com/images/I/91lDeu7P6wL._AC_UL320_.jpg,INVICTA
15527,Men's 15940 Specialty Analog Display Japanese Quartz Two Tone Watch,117.04,4.8,7,https://www.amazon.ca/Invicta-15940-Specialty-Display-Japanese/dp/B00IJ20M1I/ref=sr_1_13620?keywords=watch&qid=1655331287&s=fashion&sr=1-13620,https://m.media-amazon.com/images/I/71sx3YxnTbL._AC_UL320_.jpg,INVICTA
15528,Men's 13976 Specialty Analog Display Japanese Quartz Two Tone Watch,115.42,4.0,3,https://www.amazon.ca/Invicta-13976-Specialty-Display-Japanese/dp/B00ATUMDDS/ref=sr_1_13621?keywords=watch&qid=1655331287&s=fashion&sr=1-13621,https://m.media-amazon.com/images/I/71RlaGA1BoL._AC_UL320_.jpg,INVICTA
15530,Men's Race CQAR0205 Silver Polyurethane Quartz Watch with Digital Dial,118.42,3.7,9,https://www.amazon.ca/CQAR0205-Silver-Polyurethane-Quartz-Digital/dp/B005WRGY7E/ref=sr_1_13623?keywords=watch&qid=1655331287&s=fashion&sr=1-13623,https://m.media-amazon.com/images/I/81tOzh08DZL._AC_UL320_.jpg,ASICS
15531,Men's MTP1302D-1A1V Silver Stainless-Steel Quartz Fashion Watch,113.01,4.7,24,https://www.amazon.ca/Casio-MTP1302D-1A1V-Silver-Stainless-Steel-Quartz/dp/B003DZ7UHK/ref=sr_1_13624?keywords=watch&qid=1655331287&s=fashion&sr=1-13624,https://m.media-amazon.com/images/I/71oRGjKDM9L._AC_UL320_.jpg,Casio
15532,Men's 41mm Brown Leather Band Steel Case Quartz Grey Dial Analog Watch 2011033,149.0,3.1,8,https://www.amazon.ca/Lacoste-Leather-Quartz-Analog-2011033/dp/B07W5J57S4/ref=sr_1_13625?keywords=watch&qid=1655331287&s=fashion&sr=1-13625,https://m.media-amazon.com/images/I/71RvD0yr5tL._AC_UL320_.jpg,Lacoste
15534,Grey Fabric Watch-TW2T10500,96.01,3.7,16,https://www.amazon.ca/Timex-TW2T10500-TIMEX-Fabric-Watch-TW2T10500/dp/B07N9F36B5/ref=sr_1_13628?keywords=watch&qid=1655331287&s=fashion&sr=1-13628,https://m.media-amazon.com/images/I/51I5RWf8rKL._AC_UL320_.jpg,Timex
15535,Mens Analogue Classic Quartz Watch with Leather Strap TW2T35100,102.88,4.2,20,https://www.amazon.ca/Timex-Analogue-Classic-Leather-TW2T35100/dp/B07N3D5D9Z/ref=sr_1_13629?keywords=watch&qid=1655331287&s=fashion&sr=1-13629,https://m.media-amazon.com/images/I/91L1OXRcwOL._AC_UL320_.jpg,Timex
15537,AE1000W-3AV Men's Green Resin Band 5 Alarms Chronograph World Time Watch,103.49,4.6,3,https://www.amazon.ca/Casio-AE1000W-3AV-Green-Alarms-Chronograph/dp/B07Z8G76PW/ref=sr_1_13631?keywords=watch&qid=1655331287&s=fashion&sr=1-13631,https://m.media-amazon.com/images/I/61f1vxo7NOL._AC_UL320_.jpg,Casio
15539,Men's Specialty Steel Bracelet & Case Quartz Analog Watch 29390,94.01,4.4,29,https://www.amazon.ca/Invicta-Specialty-Bracelet-Quartz-29390/dp/B07P4P9G2C/ref=sr_1_13633?keywords=watch&qid=1655331287&s=fashion&sr=1-13633,https://m.media-amazon.com/images/I/71gZ8n8r8BL._AC_UL320_.jpg,INVICTA
15540,"Men's Specialty Quartz Watch with Stainless Steel Strap, Two Tone, 22 (Model: 29173)",90.82,0.0,3,https://www.amazon.ca/Invicta-Specialty-Quartz-Watch-Stainless/dp/B07NLC4SHX/ref=sr_1_13634?keywords=watch&qid=1655331287&s=fashion&sr=1-13634,https://m.media-amazon.com/images/I/71M1XhxVjmL._AC_UL320_.jpg,INVICTA
15541,"Men's Specialty Quartz Watch with Stainless Steel Strap, Silver, 22 (Model: 29420)",95.59,0.0,2,https://www.amazon.ca/Invicta-Specialty-Quartz-Stainless-Silver/dp/B07MMNC9NZ/ref=sr_1_13635?keywords=watch&qid=1655331287&s=fashion&sr=1-13635,https://m.media-amazon.com/images/I/6197VlL8e2L._AC_UL320_.jpg,INVICTA
15542,Stainless Steel Bracelet Mens Watch Gray Dial Silver Hands Calendar Quartz BS103,101.01,3.9,6,https://www.amazon.ca/Ben-Sherman-Stainless-Bracelet-BS103/dp/B07788Y98F/ref=sr_1_13636?keywords=watch&qid=1655331287&s=fashion&sr=1-13636,https://m.media-amazon.com/images/I/71xZI7g6yeL._AC_UL320_.jpg,Ben Sherman
15543,"Men's Vintage Stainless Steel Automatic-self-Wind Watch with Leather Calfskin Strap, Black, 22 (Model: 23637)",99.32,4.0,16,https://www.amazon.ca/Invicta-Vintage-Automatic-Stainless-Leather/dp/B072ZTG8LK/ref=sr_1_13637?keywords=watch&qid=1655331287&s=fashion&sr=1-13637,https://m.media-amazon.com/images/I/91N3+OZBp6L._AC_UL320_.jpg,INVICTA
15544,16849 Women's Angel Champagne Dial Yellow Gold Plated Steel Bracelet Dive Watch,95.69,0.0,1,https://www.amazon.ca/Invicta-16849-Womens-Champagne-Bracelet/dp/B00PFSJ81E/ref=sr_1_13638?keywords=watch&qid=1655331287&s=fashion&sr=1-13638,https://m.media-amazon.com/images/I/61dXSBYK+sL._AC_UL320_.jpg,INVICTA
15545,Men's 18025SYB Pro Diver Analog Display Japanese Quartz Black Watch,95.59,4.0,43,https://www.amazon.ca/Invicta-18025SYB-Analog-Display-Japanese/dp/B00MWOLJCU/ref=sr_1_13639?keywords=watch&qid=1655331287&s=fashion&sr=1-13639,https://m.media-amazon.com/images/I/914rX0APTZL._AC_UL320_.jpg,INVICTA
15546,Men's AQ-S810W-2AVCF Sport Solar-Powered Blue Watch,103.08,4.4,107,https://www.amazon.ca/Casio-AQ-S810W-2AVCF-Sport-Solar-Powered-Watch/dp/B00EZRT4EW/ref=sr_1_13640?keywords=watch&qid=1655331287&s=fashion&sr=1-13640,https://m.media-amazon.com/images/I/81z8YijdX+L._AC_UL320_.jpg,Casio
15577,"Men's 'Freelancer' Automatic Stainless Steel Dress Watch, Color:Silver-Toned (Model: 2731-ST-50001)",1466.96,0.0,2,https://www.amazon.ca/Raymond-Weil-Freelancer-Automatic-Stainless/dp/B07BCSD8W6/ref=sr_1_13660?keywords=watch&qid=1655331289&s=fashion&sr=1-13660,https://m.media-amazon.com/images/I/61oi68b3KcL._AC_UL320_.jpg,Raymond Weil
15580,HENNIKER II TBL14816JLBN.07 Mens Wristwatch,314.19,4.3,84,https://www.amazon.ca/Timberland-HENNIKER-TBL14816JLBN-07-Mens-Wristwatch/dp/B07SCMDJDP/ref=sr_1_13663?keywords=watch&qid=1655331289&s=fashion&sr=1-13663,https://m.media-amazon.com/images/I/81qC-nQx06L._AC_UL320_.jpg,Timberland
15581,"Avengers Analog Watch, Silver, Analog Watch,Quartz Watch",35.26,4.7,10,https://www.amazon.ca/Marvel-Quartz-Watch-Rubber-Multicolor/dp/B08CY6W3X8/ref=sr_1_13664?keywords=watch&qid=1655331289&s=fashion&sr=1-13664,https://m.media-amazon.com/images/I/9114-M4ITkL._AC_UL320_.jpg,Marvel
15584,Wrist Watch - Men - max Bill Quartz - 041/4465.04,760.0,0.0,1,https://www.amazon.ca/Junghans-Wrist-Watch-Quartz-4465-04/dp/B07Q4DDL9M/ref=sr_1_13667?keywords=watch&qid=1655331289&s=fashion&sr=1-13667,https://m.media-amazon.com/images/I/51LgURwHfML._AC_UL320_.jpg,Junghans
15585,DZT2020 digital quartz Blue Man Watch,324.77,3.1,6,https://www.amazon.ca/Diesel-DZT2020-digital-quartz-Watch/dp/B0842F1GC4/ref=sr_1_13668?keywords=watch&qid=1655331289&s=fashion&sr=1-13668,https://m.media-amazon.com/images/I/71Tt9XXxtcL._AC_UL320_.jpg,Diesel
15588,"Men's Tie-Break Quartz Watch with Silicone Strap, Black, 25 (Model: HE-101-01",39.17,0.0,1,https://www.amazon.ca/HEAD-Tie-Break-Quartz-Silicone-Casual/dp/B01MRXEWJD/ref=sr_1_13672?keywords=watch&qid=1655331289&s=fashion&sr=1-13672,https://m.media-amazon.com/images/I/81518OvWQSL._AC_UL320_.jpg,HEAD
15589,Official Swiss Railways Essence Watch | 41 mm Black&White Striped Recycled PET Textile MS1.41110.LA,297.39,1.0,1,https://www.amazon.ca/Mondaine-Official-Railways-Recycled-MS1-41110/dp/B086LGK8BV/ref=sr_1_13673?keywords=watch&qid=1655331289&s=fashion&sr=1-13673,https://m.media-amazon.com/images/I/61WAe0RHf2L._AC_UL320_.jpg,Mondaine
15590,"Essence MS1.41111.LC Mens Watch 41mm - Official Swiss Railways Wrist Watch Mulitcolored Recycled Textile Strap 30m Waterproof Sustainable, White",295.0,4.0,2,https://www.amazon.ca/Mondaine-Essence-Sustainable-Railways-MS1-41111-LC/dp/B07ZPFH8P2/ref=sr_1_13674?keywords=watch&qid=1655331289&s=fashion&sr=1-13674,https://m.media-amazon.com/images/I/719aqO+u-iL._AC_UL320_.jpg,Mondaine
15592,Classic Multicoloured Textile Strap White Dial Quartz Men's Watch A658.30323.16SBP,295.0,0.0,1,https://www.amazon.ca/Mondaine-Classic-Multicoloured-Textile-A658-30323-16SBP/dp/B07T42QKY8/ref=sr_1_13676?keywords=watch&qid=1655331289&s=fashion&sr=1-13676,https://m.media-amazon.com/images/I/61EMpNaPazL._AC_UL320_.jpg,Mondaine
15596,Men's Originals GR163 Red Silicone Swiss Quartz Watch,104.0,0.0,1,https://www.amazon.ca/Swatch-Originals-GR163-Silicone-Quartz/dp/B00KGQS8XO/ref=sr_1_13680?keywords=watch&qid=1655331289&s=fashion&sr=1-13680,https://m.media-amazon.com/images/I/61o6oMhxanL._AC_UL320_.jpg,Swatch
15597,Collection Women's Watch LW-200-4AVEF,35.69,4.4,382,https://www.amazon.ca/Casio-Womens-LW200-4AV-Resin-Quartz/dp/B000NLWPSG/ref=sr_1_13681?keywords=watch&qid=1655331289&s=fashion&sr=1-13681,https://m.media-amazon.com/images/I/71XvBaMB1fL._AC_UL320_.jpg,Casio
15598,Men's MTP1093Q-7B2 Black Leather Quartz Watch with White Dial,38.76,4.8,6,https://www.amazon.ca/Casio-MTP1093Q-7B2-Black-Leather-Quartz/dp/B001GLN8AQ/ref=sr_1_13682?keywords=watch&qid=1655331289&s=fashion&sr=1-13682,https://m.media-amazon.com/images/I/61CIs1iLJkL._AC_UL320_.jpg,Casio
15600,"Men's 'Half Pipe' Quartz Resin and Rubber Casual Watch, Color:Grey (Model: HE-106-03)",61.75,4.0,1,https://www.amazon.ca/HEAD-Quartz-Resin-Rubber-Casual/dp/B01N6GTR5F/ref=sr_1_13684?keywords=watch&qid=1655331289&s=fashion&sr=1-13684,https://m.media-amazon.com/images/I/A11ASvc3o5L._AC_UL320_.jpg,HEAD
15601,"Men's Freeride Quartz Watch with Resin Strap, Grey, 29 (Model: HE-105-02)",61.75,3.8,10,https://www.amazon.ca/HEAD-Freeride-Quartz-Resin-Casual/dp/B01N6CEKVW/ref=sr_1_13685?keywords=watch&qid=1655331289&s=fashion&sr=1-13685,https://m.media-amazon.com/images/I/91A7rIdrF2L._AC_UL320_.jpg,HEAD
15602,"Men's 'Freeride' Quartz Resin Casual Watch, Color:Grey (Model: HE-105-03)",66.53,3.3,21,https://www.amazon.ca/HEAD-Freeride-Quartz-Resin-Casual/dp/B01MSUOZV5/ref=sr_1_13686?keywords=watch&qid=1655331289&s=fashion&sr=1-13686,https://m.media-amazon.com/images/I/91X-yghZ8PL._AC_UL320_.jpg,HEAD
15603,"Kids' Ariel Stainless Steel, W001580, Purple Nylon Strap, Analog Display, Purple Watch",107.94,3.7,8,https://www.amazon.ca/Disney-Stainless-W001580-Purple-Display/dp/B00MA6PRPA/ref=sr_1_13687?keywords=watch&qid=1655331289&s=fashion&sr=1-13687,https://m.media-amazon.com/images/I/81QPT9x9DkL._AC_UL320_.jpg,Disney
15640,SSC373 Men's Sportura Solar Black Stainless Steel Black Band Black Dial Watch,792.11,4.0,18,https://www.amazon.ca/Seiko-SSC373-Sportura-Solar-Stainless/dp/B014GI8ZZ8/ref=sr_1_13714?keywords=watch&qid=1655331290&s=fashion&sr=1-13714,https://m.media-amazon.com/images/I/61L-kvvMplL._AC_UL320_.jpg,Seiko
